ACSSF,2012e5,wa,000,0001,0004357,617,246
ACSSF,2012e5,wa,000,0001,0004358,383,189
ACSSF,2012e5,wa,000,0001,0004359,384,113
ACSSF,2012e5,wa,000,0001,0004360,264,87
ACSSF,2012e5,wa,000,0001,0004361,315,98
ACSSF,2012e5,wa,000,0001,0004362,483,218
ACSSF,2012e5,wa,000,0001,0004363,393,170
ACSSF,2012e5,wa,000,0001,0004364,304,139
ACSSF,2012e5,wa,000,0001,0004365,267,110
ACSSF,2012e5,wa,000,0001,0004366,321,134
ACSSF,2012e5,wa,000,0001,0004367,282,123
ACSSF,2012e5,wa,000,0001,0004368,407,175
ACSSF,2012e5,wa,000,0001,0004369,412,168
ACSSF,2012e5,wa,000,0001,0004370,320,166
ACSSF,2012e5,wa,000,0001,0004371,308,126
ACSSF,2012e5,wa,000,0001,0004372,309,136
ACSSF,2012e5,wa,000,0001,0004373,244,89
ACSSF,2012e5,wa,000,0001,0004374,372,148
ACSSF,2012e5,wa,000,0001,0004375,149,63
ACSSF,2012e5,wa,000,0001,0004376,156,73
ACSSF,2012e5,wa,000,0001,0004377,371,124
ACSSF,2012e5,wa,000,0001,0004378,213,72
ACSSF,2012e5,wa,000,0001,0004379,190,78
ACSSF,2012e5,wa,000,0001,0004380,492,184
ACSSF,2012e5,wa,000,0001,0004381,337,156
ACSSF,2012e5,wa,000,0001,0004382,86,28
ACSSF,2012e5,wa,000,0001,0004383,292,122
ACSSF,2012e5,wa,000,0001,0004384,328,131
ACSSF,2012e5,wa,000,0001,0004385,226,81
ACSSF,2012e5,wa,000,0001,0004386,560,216
ACSSF,2012e5,wa,000,0001,0004387,222,74
ACSSF,2012e5,wa,000,0001,0004388,394,143
ACSSF,2012e5,wa,000,0001,0004389,355,140
ACSSF,2012e5,wa,000,0001,0004390,251,121
ACSSF,2012e5,wa,000,0001,0004391,339,155
ACSSF,2012e5,wa,000,0001,0004392,424,161
ACSSF,2012e5,wa,000,0001,0004393,279,123
ACSSF,2012e5,wa,000,0001,0004394,385,137
ACSSF,2012e5,wa,000,0001,0004395,299,115
ACSSF,2012e5,wa,000,0001,0004396,418,164
ACSSF,2012e5,wa,000,0001,0004397,340,130
ACSSF,2012e5,wa,000,0001,0004398,531,201
ACSSF,2012e5,wa,000,0001,0004399,230,79
ACSSF,2012e5,wa,000,0001,0004400,167,54
ACSSF,2012e5,wa,000,0001,0004401,340,134
ACSSF,2012e5,wa,000,0001,0004402,458,155
ACSSF,2012e5,wa,000,0001,0004403,436,187
ACSSF,2012e5,wa,000,0001,0004404,,
ACSSF,2012e5,wa,000,0001,0004405,422,256
ACSSF,2012e5,wa,000,0001,0004406,521,317
ACSSF,2012e5,wa,000,0001,0004407,320,186
ACSSF,2012e5,wa,000,0001,0004408,304,155
ACSSF,2012e5,wa,000,0001,0004409,320,132
ACSSF,2012e5,wa,000,0001,0004410,470,184
ACSSF,2012e5,wa,000,0001,0004411,329,134
ACSSF,2012e5,wa,000,0001,0004412,180,72
ACSSF,2012e5,wa,000,0001,0004413,334,160
ACSSF,2012e5,wa,000,0001,0004414,329,118
ACSSF,2012e5,wa,000,0001,0004415,442,168
ACSSF,2012e5,wa,000,0001,0004416,280,120
ACSSF,2012e5,wa,000,0001,0004417,91,44
ACSSF,2012e5,wa,000,0001,0004418,428,186
ACSSF,2012e5,wa,000,0001,0004419,274,54
ACSSF,2012e5,wa,000,0001,0004420,306,136
ACSSF,2012e5,wa,000,0001,0004421,274,121
ACSSF,2012e5,wa,000,0001,0004422,450,234
ACSSF,2012e5,wa,000,0001,0004423,323,127
ACSSF,2012e5,wa,000,0001,0004424,348,159
ACSSF,2012e5,wa,000,0001,0004425,240,126
ACSSF,2012e5,wa,000,0001,0004426,187,102
ACSSF,2012e5,wa,000,0001,0004427,211,109
ACSSF,2012e5,wa,000,0001,0004428,311,153
ACSSF,2012e5,wa,000,0001,0004429,243,122
ACSSF,2012e5,wa,000,0001,0004430,325,161
ACSSF,2012e5,wa,000,0001,0004431,345,128
ACSSF,2012e5,wa,000,0001,0004432,256,128
ACSSF,2012e5,wa,000,0001,0004433,280,142
ACSSF,2012e5,wa,000,0001,0004434,236,107
ACSSF,2012e5,wa,000,0001,0004435,346,178
ACSSF,2012e5,wa,000,0001,0004436,368,190
ACSSF,2012e5,wa,000,0001,0004437,285,140
ACSSF,2012e5,wa,000,0001,0004438,324,173
ACSSF,2012e5,wa,000,0001,0004439,307,124
ACSSF,2012e5,wa,000,0001,0004440,0,0
ACSSF,2012e5,wa,000,0001,0004441,482,164
ACSSF,2012e5,wa,000,0001,0004442,364,123
ACSSF,2012e5,wa,000,0001,0004443,568,224
ACSSF,2012e5,wa,000,0001,0004444,460,156
ACSSF,2012e5,wa,000,0001,0004445,467,169
ACSSF,2012e5,wa,000,0001,0004446,109,42
ACSSF,2012e5,wa,000,0001,0004447,434,143
ACSSF,2012e5,wa,000,0001,0004448,319,125
ACSSF,2012e5,wa,000,0001,0004449,456,159
ACSSF,2012e5,wa,000,0001,0004450,333,103
ACSSF,2012e5,wa,000,0001,0004451,157,68
ACSSF,2012e5,wa,000,0001,0004452,120,61
ACSSF,2012e5,wa,000,0001,0004453,264,108
ACSSF,2012e5,wa,000,0001,0004454,214,76
ACSSF,2012e5,wa,000,0001,0004455,342,104
ACSSF,2012e5,wa,000,0001,0004456,253,86
ACSSF,2012e5,wa,000,0001,0004457,217,71
ACSSF,2012e5,wa,000,0001,0004458,439,132
ACSSF,2012e5,wa,000,0001,0004459,545,177
ACSSF,2012e5,wa,000,0001,0004460,208,85
ACSSF,2012e5,wa,000,0001,0004461,350,132
ACSSF,2012e5,wa,000,0001,0004462,232,93
ACSSF,2012e5,wa,000,0001,0004463,334,129
ACSSF,2012e5,wa,000,0001,0004464,153,52
ACSSF,2012e5,wa,000,0001,0004465,398,138
ACSSF,2012e5,wa,000,0001,0004466,432,144
ACSSF,2012e5,wa,000,0001,0004467,385,152
ACSSF,2012e5,wa,000,0001,0004468,274,91
ACSSF,2012e5,wa,000,0001,0004469,320,99
ACSSF,2012e5,wa,000,0001,0004470,225,79
ACSSF,2012e5,wa,000,0001,0004471,402,125
ACSSF,2012e5,wa,000,0001,0004472,258,105
ACSSF,2012e5,wa,000,0001,0004473,204,67
ACSSF,2012e5,wa,000,0001,0004474,257,97
ACSSF,2012e5,wa,000,0001,0004475,338,108
ACSSF,2012e5,wa,000,0001,0004476,197,65
ACSSF,2012e5,wa,000,0001,0004477,375,116
ACSSF,2012e5,wa,000,0001,0004478,452,164
ACSSF,2012e5,wa,000,0001,0004479,431,159
ACSSF,2012e5,wa,000,0001,0004480,423,143
ACSSF,2012e5,wa,000,0001,0004481,109,42
ACSSF,2012e5,wa,000,0001,0004482,293,113
ACSSF,2012e5,wa,000,0001,0004483,168,71
ACSSF,2012e5,wa,000,0001,0004484,327,133
ACSSF,2012e5,wa,000,0001,0004485,261,101
ACSSF,2012e5,wa,000,0001,0004486,451,156
ACSSF,2012e5,wa,000,0001,0004487,391,141
ACSSF,2012e5,wa,000,0001,0004488,304,137
ACSSF,2012e5,wa,000,0001,0004489,313,106
ACSSF,2012e5,wa,000,0001,0004490,368,146
ACSSF,2012e5,wa,000,0001,0004491,224,99
ACSSF,2012e5,wa,000,0001,0004492,253,99
ACSSF,2012e5,wa,000,0001,0004493,332,138
ACSSF,2012e5,wa,000,0001,0004494,266,130
ACSSF,2012e5,wa,000,0001,0004495,218,103
ACSSF,2012e5,wa,000,0001,0004496,203,78
ACSSF,2012e5,wa,000,0001,0004497,329,111
ACSSF,2012e5,wa,000,0001,0004498,409,157
ACSSF,2012e5,wa,000,0001,0004499,256,107
ACSSF,2012e5,wa,000,0001,0004500,330,172
ACSSF,2012e5,wa,000,0001,0004501,289,124
ACSSF,2012e5,wa,000,0001,0004502,138,65
ACSSF,2012e5,wa,000,0001,0004503,268,121
ACSSF,2012e5,wa,000,0001,0004504,331,160
ACSSF,2012e5,wa,000,0001,0004505,352,138
ACSSF,2012e5,wa,000,0001,0004506,360,145
ACSSF,2012e5,wa,000,0001,0004507,279,116
ACSSF,2012e5,wa,000,0001,0004508,419,169
ACSSF,2012e5,wa,000,0001,0004509,310,150
ACSSF,2012e5,wa,000,0001,0004510,331,142
ACSSF,2012e5,wa,000,0001,0004511,155,72
ACSSF,2012e5,wa,000,0001,0004512,279,146
ACSSF,2012e5,wa,000,0001,0004513,340,138
ACSSF,2012e5,wa,000,0001,0004514,329,118
ACSSF,2012e5,wa,000,0001,0004515,346,130
ACSSF,2012e5,wa,000,0001,0004516,258,95
ACSSF,2012e5,wa,000,0001,0004517,273,134
ACSSF,2012e5,wa,000,0001,0004518,318,136
ACSSF,2012e5,wa,000,0001,0004519,448,161
ACSSF,2012e5,wa,000,0001,0004520,191,63
ACSSF,2012e5,wa,000,0001,0004521,458,138
ACSSF,2012e5,wa,000,0001,0004522,318,137
ACSSF,2012e5,wa,000,0001,0004523,254,97
ACSSF,2012e5,wa,000,0001,0004524,223,86
ACSSF,2012e5,wa,000,0001,0004525,187,72
ACSSF,2012e5,wa,000,0001,0004526,267,86
ACSSF,2012e5,wa,000,0001,0004527,225,73
ACSSF,2012e5,wa,000,0001,0004528,413,161
ACSSF,2012e5,wa,000,0001,0004529,224,95
ACSSF,2012e5,wa,000,0001,0004530,255,127
ACSSF,2012e5,wa,000,0001,0004531,275,127
ACSSF,2012e5,wa,000,0001,0004532,253,119
ACSSF,2012e5,wa,000,0001,0004533,248,116
ACSSF,2012e5,wa,000,0001,0004534,175,77
ACSSF,2012e5,wa,000,0001,0004535,239,112
ACSSF,2012e5,wa,000,0001,0004536,212,116
ACSSF,2012e5,wa,000,0001,0004537,304,86
ACSSF,2012e5,wa,000,0001,0004538,150,75
ACSSF,2012e5,wa,000,0001,0004539,298,145
ACSSF,2012e5,wa,000,0001,0004540,381,176
ACSSF,2012e5,wa,000,0001,0004541,232,104
ACSSF,2012e5,wa,000,0001,0004542,160,70
ACSSF,2012e5,wa,000,0001,0004543,185,87
ACSSF,2012e5,wa,000,0001,0004544,354,143
ACSSF,2012e5,wa,000,0001,0004545,577,274
ACSSF,2012e5,wa,000,0001,0004546,62,37
ACSSF,2012e5,wa,000,0001,0004547,236,129
ACSSF,2012e5,wa,000,0001,0004548,205,96
ACSSF,2012e5,wa,000,0001,0004549,402,157
ACSSF,2012e5,wa,000,0001,0004550,273,134
