ACSSF,2012e5,wa,000,0005,0004357,2735,2612,123,101,0,0,0,2,0,0,0,0,2,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2735,2612,2537,14,12,6,1,0,42,0,42,123,54,0,0,0,0,45,24,12,12,2735,2612,123
ACSSF,2012e5,wa,000,0005,0004358,1609,1403,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,1403,1353,0,8,7,7,0,28,0,28,206,23,0,0,0,0,174,9,9,0,1609,1403,206
ACSSF,2012e5,wa,000,0005,0004359,6846,1853,4993,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,6846,1853,1717,0,0,74,10,0,52,0,52,4993,1851,0,0,0,0,2980,162,162,0,6846,1853,4993
ACSSF,2012e5,wa,000,0005,0004360,2666,849,1817,1787,3,0,0,7,0,7,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2666,849,810,4,0,16,0,0,19,0,19,1817,899,0,0,0,0,896,22,16,6,2666,849,1817
ACSSF,2012e5,wa,000,0005,0004361,4719,866,3853,3476,0,0,0,0,0,0,0,0,0,0,0,33,22,0,0,0,0,0,11,0,0,0,344,22,17,0,305,4719,866,806,6,0,12,0,0,42,0,42,3853,1582,0,147,8,0,1834,282,149,133,4719,866,3853
ACSSF,2012e5,wa,000,0005,0004362,4044,3997,47,17,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,4044,3997,3760,0,49,12,28,0,148,7,141,47,17,0,0,6,0,9,15,5,10,4044,3997,47
ACSSF,2012e5,wa,000,0005,0004363,4470,4391,79,68,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4470,4391,4332,0,0,27,0,0,32,0,32,79,58,0,0,0,0,10,11,11,0,4470,4391,79
ACSSF,2012e5,wa,000,0005,0004364,3611,3524,87,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3611,3524,3256,72,60,23,0,0,113,0,113,87,44,0,0,0,0,28,15,15,0,3611,3524,87
ACSSF,2012e5,wa,000,0005,0004365,2425,2239,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,2239,2056,18,6,11,0,0,148,0,148,186,118,0,0,0,0,56,12,0,12,2425,2239,186
ACSSF,2012e5,wa,000,0005,0004366,3600,3398,202,93,0,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,14,0,25,3600,3398,3284,13,6,0,0,0,95,71,24,202,61,0,9,0,0,113,19,19,0,3600,3398,202
ACSSF,2012e5,wa,000,0005,0004367,3508,3444,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508,3444,3288,1,104,29,10,0,12,0,12,64,56,0,0,0,0,0,8,8,0,3508,3444,64
ACSSF,2012e5,wa,000,0005,0004368,4513,4305,208,133,53,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,15,15,0,0,0,4513,4305,3881,31,33,292,0,0,68,11,57,208,166,0,0,0,0,0,42,42,0,4513,4305,208
ACSSF,2012e5,wa,000,0005,0004369,4123,3918,205,108,12,0,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,56,37,12,0,7,4123,3918,3405,143,19,216,0,0,135,0,135,205,116,0,29,0,0,41,19,0,19,4123,3918,205
ACSSF,2012e5,wa,000,0005,0004370,5630,5138,492,353,69,0,0,0,0,0,0,0,0,0,0,70,44,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5630,5138,4122,20,85,658,83,0,170,0,170,492,292,0,0,0,0,0,200,185,15,5630,5138,492
ACSSF,2012e5,wa,000,0005,0004371,5860,5223,637,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,0,0,12,5860,5223,4714,149,0,132,0,0,228,0,228,637,192,0,0,0,0,325,120,96,24,5860,5223,637
ACSSF,2012e5,wa,000,0005,0004372,3806,3485,321,301,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806,3485,3132,156,53,106,0,0,38,0,38,321,129,0,0,0,0,192,0,0,0,3806,3485,321
ACSSF,2012e5,wa,000,0005,0004373,2962,2665,297,252,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,0,16,16,0,0,0,2962,2665,2363,63,6,52,17,0,164,0,164,297,118,0,0,0,0,132,47,13,34,2962,2665,297
ACSSF,2012e5,wa,000,0005,0004374,4389,3741,648,515,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,87,9,0,31,4389,3741,3489,75,52,23,0,0,102,0,102,648,129,0,9,0,0,336,174,0,174,4389,3741,648
ACSSF,2012e5,wa,000,0005,0004375,2120,1925,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,1925,1783,86,0,30,0,0,26,0,26,195,42,0,0,0,0,99,54,54,0,2120,1925,195
ACSSF,2012e5,wa,000,0005,0004376,2782,2699,83,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,2782,2699,2506,14,137,42,0,0,0,0,0,83,26,0,0,0,0,30,27,27,0,2782,2699,83
ACSSF,2012e5,wa,000,0005,0004377,5465,4912,553,243,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,293,0,0,0,17,17,0,0,0,5465,4912,4800,14,0,0,0,0,98,0,98,553,434,0,0,0,0,119,0,0,0,5465,4912,553
ACSSF,2012e5,wa,000,0005,0004378,2554,2496,58,22,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,23,0,23,0,0,2554,2496,2440,10,0,0,6,0,40,0,40,58,13,0,0,0,0,0,45,0,45,2554,2496,58
ACSSF,2012e5,wa,000,0005,0004379,2251,1898,353,336,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,1898,1742,16,32,20,0,0,88,0,88,353,185,0,0,0,0,168,0,0,0,2251,1898,353
ACSSF,2012e5,wa,000,0005,0004380,6527,6041,486,273,0,0,0,21,0,8,0,0,13,0,0,84,0,0,84,0,0,0,0,0,0,0,108,28,80,0,0,6527,6041,5465,31,15,436,0,0,94,0,94,486,473,0,0,0,0,13,0,0,0,6527,6041,486
ACSSF,2012e5,wa,000,0005,0004381,5520,5254,266,206,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,34,11,23,0,0,5520,5254,4630,121,19,361,0,0,123,0,123,266,196,0,17,0,0,53,0,0,0,5520,5254,266
ACSSF,2012e5,wa,000,0005,0004382,1175,1010,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,1010,995,0,11,0,4,0,0,0,0,165,165,0,0,0,0,0,0,0,0,1175,1010,165
ACSSF,2012e5,wa,000,0005,0004383,6107,5301,806,668,0,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,112,60,37,0,15,6107,5301,4721,46,33,285,0,0,216,0,216,806,407,0,0,0,0,311,88,88,0,6107,5301,806
ACSSF,2012e5,wa,000,0005,0004384,5037,4965,72,51,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,12,0,0,0,12,5037,4965,4839,14,14,15,0,0,83,0,83,72,72,0,0,0,0,0,0,0,0,5037,4965,72
ACSSF,2012e5,wa,000,0005,0004385,3427,3382,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427,3382,3172,0,0,93,0,14,103,0,103,45,45,0,0,0,0,0,0,0,0,3427,3382,45
ACSSF,2012e5,wa,000,0005,0004386,9388,8528,860,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,29,0,0,9388,8528,7716,52,205,328,10,72,145,0,145,860,482,0,0,22,0,348,8,0,8,9388,8528,860
ACSSF,2012e5,wa,000,0005,0004387,2811,2761,50,45,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811,2761,2560,0,13,78,0,0,110,0,110,50,19,0,0,0,0,31,0,0,0,2811,2761,50
ACSSF,2012e5,wa,000,0005,0004388,6621,4575,2046,1895,28,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,7,0,56,0,0,0,60,13,13,0,34,6621,4575,4019,149,83,175,0,0,149,0,149,2046,545,0,0,0,0,1367,134,42,92,6621,4575,2046
ACSSF,2012e5,wa,000,0005,0004389,5259,3503,1756,1577,0,0,0,134,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,5259,3503,3016,116,0,216,0,40,115,66,49,1756,443,0,273,0,0,1040,0,0,0,5259,3503,1756
ACSSF,2012e5,wa,000,0005,0004390,5066,3401,1665,1017,379,0,0,55,0,0,0,55,0,0,0,141,0,0,0,10,0,0,131,0,0,0,73,73,0,0,0,5066,3401,3092,26,23,143,0,8,109,0,109,1665,280,15,0,0,0,1360,10,0,10,5066,3401,1665
ACSSF,2012e5,wa,000,0005,0004391,4191,3226,965,945,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,4191,3226,3127,0,0,14,0,35,50,0,50,965,261,0,10,0,0,675,19,0,19,4191,3226,965
